scorer,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He
bodyparts,Nose,Nose,Head,Head,Necktop,Necktop,Shoulder,Shoulder,SpineFront,SpineFront,SpineBack,SpineBack,TailBase,TailBase,BottomBack,BottomBack,BottomFront,BottomFront,NeckBot,NeckBot,LeftFrontLeg,LeftFrontLeg,LeftFrontHoof,LeftFrontHoof,RightFrontLeg,RightFrontLeg,RightFrontHoof,RightFrontHoof,LeftBackLeg,LeftBackLeg,LeftBackHoof,LeftBackHoof,RightBackHoof,RightBackHoof,RightBackLeg,RightBackLeg
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\A_clear_180428050000_10\img047.png,667.9984382705901,423.86955449613674,639.0653460463586,347.59140226861746,581.1991615978957,335.7551372677955,531.2238204833141,302.87662337662334,453.6305277001479,283.14951504192004,354.99498602663164,285.77979615321385,257.6745849087622,316.0280289330922,,,528.5935393720204,426.49983560743055,583.8294427091895,397.5667433831991,481.24847936873255,443.59666283084005,481.24847936873255,514.6142528357718,507.5512904816702,444.9118033864869,533.8541015946079,531.7110800591813,,,,,,,,
labeled-data\A_clear_180428050000_10\img049.png,698.2466710504684,433.07553838566497,687.7255466052934,360.7428078250863,625.9139404898898,338.38541837908923,543.060085484136,285.77979615321385,453.6305277001479,280.51923393062634,352.3647049153378,296.30092059838887,,,,,573.3083182640144,426.49983560743055,,,619.3382377116553,396.2516028275522,553.5812099293112,430.44525727437116,578.568880486602,493.57200394542167,512.8118527042577,430.44525727437116,527.2783988163734,529.0807989478876,,,,,,
labeled-data\A_clear_180428050000_10\img052.png,735.0706066085812,417.2938517179023,728.4949038303467,367.3185106033207,654.8470327141213,334.43999671214857,603.5565510438928,291.04035837580136,506.23614992602324,280.51923393062634,428.6428571428571,285.77979615321385,,,,,612.762534933421,415.9787111622554,654.8470327141213,390.9910406049646,593.0354265987177,426.49983560743055,640.3804866020055,511.98397172447807,541.7449449284892,422.5544139404899,529.9086799276672,522.5050961696531,,,,,,,,
labeled-data\A_clear_180428050000_10\img055.png,769.2642610554002,401.51216505013974,750.8522932763439,338.38541837908923,692.9861088278809,326.54915337826725,637.7502054907118,283.14951504192004,541.7449449284892,276.5738122636857,439.16398158803224,288.41007726450766,361.570688804866,321.28859115567974,,,665.3681571592963,410.7181489396679,703.5072332730559,388.36075949367086,643.0107677132993,434.3906789413118,661.4227354923556,501.462847279303,614.0776754890678,433.07553838566497,641.6956271576524,517.2445339470655,,,,,451.0002465888541,437.02096005260563,504.9210093703764,535.656501726122
labeled-data\A_clear_180428050000_10\img056.png,777.1551043892815,405.45758671708035,756.1128554989314,339.70055893473614,692.9861088278809,313.3977478217984,653.5318921584743,281.8343744862732,582.5143021535426,276.5738122636857,483.87876048002624,280.51923393062634,,,406.2854676968601,412.0332894953148,675.8892816044714,410.7181489396679,700.8769521617622,384.4153378267302,660.1075949367088,433.07553838566497,681.1498438270589,496.2022850567154,625.9139404898898,429.1301167187243,636.4350649350648,511.98397172447807,481.24847936873255,437.02096005260563,415.4914515863883,488.3114417228341,454.94566825579477,443.59666283084005,504.9210093703764,534.341361170475
labeled-data\A_clear_180428050000_10\img057.png,791.6216505013972,404.1424461614335,775.8399638336347,339.70055893473614,731.1251849416406,322.60373171132665,674.5741410488245,284.464655597567,594.3505671543645,280.51923393062634,502.2907282590826,288.41007726450766,398.3946243629788,309.4523261548578,435.2185599210916,404.1424461614335,694.3012493835278,409.403008384021,728.4949038303467,389.67590004931776,632.4896432681242,430.44525727437116,635.119924379418,504.09312839059675,683.7801249383527,427.8149761630774,727.1797632746999,509.35369061318426,490.4544632582607,452.8026467203682,,,448.3699654775604,464.6389117211902,502.2907282590826,530.3959395035345
labeled-data\A_clear_180428050000_10\img059.png,825.8153049482163,393.6213217162584,806.0881966135129,330.4945750452079,761.3734177215189,322.60373171132665,698.2466710504684,287.0949367088607,611.447394377774,277.88895281933253,519.3875554824922,287.0949367088607,410.23088936380077,308.13718559921085,439.16398158803224,405.45758671708035,736.3857471642281,409.403008384021,762.6885582771657,380.46991615978953,646.95618938024,430.44525727437116,643.0107677132993,510.66883116883116,715.3434982738779,429.1301167187243,761.3734177215189,505.4082689462436,439.16398158803224,438.3361006082525,443.1094032549728,508.0385500575374,477.3030577017919,437.02096005260563,499.6604471477889,523.8202367253
labeled-data\A_clear_180428050000_10\img060.png,841.5969916159789,390.9910406049646,810.0336182804537,326.54915337826725,757.4279960545782,312.0826072661515,710.0829360512904,277.88895281933253,612.762534933421,275.2586717080387,524.6481177050797,280.51923393062634,427.32771658721026,305.50690448791715,457.5759493670886,400.19702449449284,742.9614499424625,401.51216505013974,771.894542166694,377.8396350484958,660.1075949367088,422.5544139404899,640.3804866020055,511.98397172447807,732.4403254972874,427.8149761630774,765.3188393884595,506.7234095018905,448.3699654775604,440.96638171954623,,,486.50904159132006,442.28152227519314,504.9210093703764,539.6019233930626
labeled-data\A_clear_180428050000_10\img061.png,860.0089593950353,384.4153378267302,836.3364293933913,326.54915337826725,773.2096827223409,309.4523261548578,725.864622719053,276.5738122636857,652.2167516028275,269.9981094854512,541.7449449284892,275.2586717080387,441.79426269932594,308.13718559921085,473.3576360348512,401.51216505013974,753.4825743876376,396.2516028275522,785.0459477231628,376.5244944928489,670.6287193818838,422.5544139404899,648.2713299358868,517.2445339470655,735.0706066085812,414.6635706066086,767.9491204997533,504.09312839059675,529.9086799276672,438.3361006082525,554.896350484958,518.5596745027125,482.5636199243794,438.3361006082525,497.0301660364951,530.3959395035345
labeled-data\A_clear_180428050000_10\img067.png,928.3962682886732,384.4153378267302,894.2026138418543,318.658310044386,857.3786782837414,309.4523261548578,802.1427749465723,268.68296892980436,704.8223738287029,267.3678283741574,604.8716915995396,276.5738122636857,533.8541015946079,308.13718559921085,556.2114910406049,389.67590004931776,820.5547427256287,383.10019727108335,852.118116061154,366.0033700476738,811.3487588361005,406.77272727272725,840.2818510603319,480.4205983889528,766.6339799441064,409.403008384021,754.7977149432844,497.51742561236233,586.4597238204832,448.85722505342756,619.3382377116553,521.1899556140063,548.3206477067235,440.96638171954623,541.7449449284892,517.2445339470655
labeled-data\A_clear_180428050000_10\img083.png,1082.2677132993588,348.9065428242643,1071.7465888541838,301.5614828209765,1020.4561071839552,281.8343744862732,,,916.5600032878511,247.6407200394542,817.924461614335,256.8467039289824,724.5494821634061,291.04035837580136,758.7431366102251,367.3185106033207,,,1030.9772316291303,338.38541837908923,,,,,,,938.9173927338483,464.6389117211902,794.251931612691,410.7181489396679,827.1304455038631,476.4751767220122,746.9068716094032,415.9787111622554,741.6463093868156,504.09312839059675
labeled-data\A_clear_180428050000_10\img084.png,1094.1039783001809,359.4276672694394,1087.5282755219464,310.76746671050466,1049.3891994081866,301.5614828209765,,,912.6145816209106,247.6407200394542,828.44558605951,259.4769850402762,737.7008877198749,289.7252178201545,767.9491204997533,364.68822949202695,,,1038.8680749630116,343.6459806016768,,,,,942.586269744836,401.29586877278234,940.544957472661,466.61786148238144,813.983596597813,427.832928311057,840.5206561360874,484.98967193195614,742.5376670716889,429.874240583232,738.455042527339,495.196233292831
labeled-data\A_clear_180428050000_10\img086.png,1111.2008055235904,359.4276672694394,1108.5705244122964,312.0826072661515,1049.3891994081866,288.41007726450766,,,932.3416899556138,242.38015781686659,836.3364293933913,251.58614170639487,762.6885582771657,275.2586717080387,781.1005260562222,360.7428078250863,1015.1955449613675,355.4822456024987,1052.0194805194806,343.6459806016768,,,,,,,,,810.0336182804537,412.0332894953148,833.7061482820976,477.790317277659,778.4702449449284,405.45758671708035,786.3610882788097,459.37834949860263
labeled-data\A_clear_180428050000_10\img088.png,1117.7765083018246,350.2216833799112,1109.8856649679433,298.9312017096827,1057.280042742068,280.51923393062634,1004.6744205161925,252.90128226204172,934.9719710669077,242.38015781686659,862.639240506329,248.95586059510106,775.8399638336347,269.9981094854512,796.8822127239847,364.68822949202695,1025.7166694065427,352.85196449120497,1062.5406049646556,334.43999671214857,,,,,,,,,807.4033371691597,404.1424461614335,827.1304455038631,477.790317277659,849.4878349498603,402.8273056057866,875.7906460627979,475.1600361663653
labeled-data\A_clear_180428050000_10\img096.png,,,1129.6127733026467,264.7375472628637,1084.8979944106525,262.1072661515699,1041.4983560743053,243.69529837251355,974.4261877363141,234.48931448298538,878.4209271740916,248.95586059510106,811.3487588361005,279.2040933749794,828.44558605951,362.0579483807332,1054.6497616307743,354.1671050468519,1099.3645405227683,321.28859115567974,,,,,1037.5529344073648,373.8942133815551,1042.8134966299522,452.8026467203682,820.5547427256287,394.93646227190527,831.0758671708037,480.4205983889528,871.8452243958571,398.88188393884593,898.1480355087948,476.4751767220122
labeled-data\A_clear_180428050000_10\img098.png,,,1141.4490383034686,263.42240670721685,1090.15855663324,259.4769850402762,1048.0740588525398,243.69529837251355,978.3716094032549,238.43473614992604,886.3117705079729,248.95586059510106,815.294180503041,280.51923393062634,832.3910077264505,360.7428078250863,1070.431448298537,350.2216833799112,1108.5705244122964,314.7128883774453,1013.8804044057207,375.209353937202,,,1046.758918296893,372.57907282590827,1046.758918296893,456.7480683873089,824.5001643925694,398.88188393884593,825.8153049482163,476.4751767220122,867.8998027289166,394.93646227190527,903.4085977313824,477.790317277659
labeled-data\A_clear_180428050000_10\img109.png,,,1130.9279138582936,241.06501726121974,1091.473697188887,246.32557948380725,1044.1286371855992,235.80445503863223,974.4261877363141,231.85903337169157,892.8874732862074,246.32557948380725,835.0212888377445,272.628390596745,862.639240506329,351.53682393555806,1077.0071510767714,351.53682393555806,1128.2976327469999,301.5614828209765,1024.4015288508958,372.57907282590827,,,1053.3346210751274,376.5244944928489,1044.1286371855992,448.85722505342756,906.0388788426761,393.6213217162584,923.1357060660856,456.7480683873089,873.160364951504,396.2516028275522,888.9420516192666,472.5297550550715
labeled-data\A_clear_180428050000_10\img111.png,,,1136.1884760808812,241.06501726121974,1094.1039783001809,251.58614170639487,1046.758918296893,238.43473614992604,975.7413282919609,237.11959559427908,882.3663488410322,246.32557948380725,831.0758671708037,269.9981094854512,860.0089593950353,350.2216833799112,1084.8979944106525,343.6459806016768,1125.667351635706,298.9312017096827,1023.0863882952489,372.57907282590827,,,1049.3891994081866,371.26393227026136,1041.4983560743053,456.7480683873089,902.0934571757356,393.6213217162584,924.4508466217325,451.48750616472137,871.8452243958571,397.5667433831991,894.2026138418543,476.4751767220122
labeled-data\A_clear_180428050000_10\img112.png,,,1136.1884760808812,238.43473614992604,1095.4191188558277,247.6407200394542,1044.1286371855992,235.80445503863223,982.3170310701954,238.43473614992604,896.832894953148,243.69529837251355,833.7061482820976,264.7375472628637,857.3786782837414,351.53682393555806,1083.5828538550056,344.96112115732365,1123.0370705244122,302.87662337662334,1021.771247739602,375.209353937202,,,1048.0740588525398,373.8942133815551,1041.4983560743053,454.1177872760151,906.0388788426761,393.6213217162584,929.7114088443201,463.3237711655433,873.160364951504,396.2516028275522,894.2026138418543,471.2146144994246
labeled-data\A_clear_180428050000_10\img113.png,,,1138.8187571921749,239.7498767055729,1083.5828538550056,250.2710011507479,1029.6620910734835,237.11959559427908,974.4261877363141,237.11959559427908,895.5177543975011,245.0104389281604,837.6515699490382,260.79212559592304,865.2695216176227,364.68822949202695,1074.3768699654775,348.9065428242643,1120.4067894131185,301.5614828209765,1016.5106855170144,373.8942133815551,,,1049.3891994081866,369.94879171461446,1041.4983560743053,451.48750616472137,903.4085977313824,393.6213217162584,928.3962682886732,456.7480683873089,870.5300838402103,402.8273056057866,895.5177543975011,473.84489561071837
labeled-data\A_clear_180428050000_2\img057.png,690.3558277165871,419.9241328291961,674.5741410488245,339.70055893473614,607.5019727108335,326.54915337826725,557.5266315962518,293.6706394870952,466.78193325661675,287.0949367088607,364.2009699161598,296.30092059838887,289.23795824428737,314.7128883774453,335.26787769192833,423.86955449613674,577.253739930955,417.2938517179023,631.1745027124773,389.67590004931776,568.0477560414269,440.96638171954623,603.5565510438928,515.9293933914187,512.8118527042577,439.6512411638994,518.0724149268452,527.7656583922407,,,,,,,,
labeled-data\A_clear_180428050000_2\img060.png,725.864622719053,410.7181489396679,698.2466710504684,333.1248561565017,625.9139404898898,326.54915337826725,586.4597238204832,294.985780042742,508.86643103731706,288.41007726450766,415.4914515863883,287.0949367088607,318.17105046851884,318.658310044386,,,607.5019727108335,419.9241328291961,652.2167516028275,393.6213217162584,524.6481177050797,435.7058194969587,510.1815715929639,522.5050961696531,582.5143021535426,433.07553838566497,623.283659378596,529.0807989478876,,,,,,,,
labeled-data\A_clear_180428050000_2\img063.png,741.6463093868156,402.8273056057866,721.9192010521124,319.97345060003283,646.95618938024,319.97345060003283,602.2414104882458,292.3554989314482,518.0724149268452,287.0949367088607,411.5460299194476,300.24634226532953,,,,,623.283659378596,415.9787111622554,678.5195627157651,380.46991615978953,548.3206477067235,433.07553838566497,518.0724149268452,525.1353772809468,590.4051454874239,433.07553838566497,619.3382377116553,519.8748150583593,,,,,,,,
labeled-data\A_clear_180428050000_2\img081.png,862.639240506329,389.67590004931776,844.2272727272726,317.3431694887391,774.5248232779877,308.13718559921085,741.6463093868156,281.8343744862732,670.6287193818838,277.88895281933253,578.568880486602,283.14951504192004,485.1939010356731,306.822045043564,493.0847443695544,398.88188393884593,770.579401611047,401.51216505013974,806.0881966135129,367.3185106033207,692.9861088278809,409.403008384021,682.4649843827058,504.09312839059675,752.1674338319907,402.8273056057866,794.251931612691,493.57200394542167,489.13932270261375,419.9241328291961,479.9333388130856,504.09312839059675,544.3752260397829,415.9787111622554,568.0477560414269,523.8202367253
labeled-data\A_clear_180428050000_2\img082.png,866.5846621732697,394.93646227190527,852.118116061154,322.60373171132665,788.9913693901035,309.4523261548578,753.4825743876376,279.2040933749794,689.0406871609403,275.2586717080387,593.0354265987177,283.14951504192004,491.76960381390757,301.5614828209765,510.1815715929639,400.19702449449284,779.7853855005752,392.3061811606115,817.924461614335,368.6336511589676,700.8769521617622,412.0332894953148,689.0406871609403,508.0385500575374,757.4279960545782,402.8273056057866,791.6216505013972,490.9417228341279,512.8118527042577,421.239273384843,491.76960381390757,523.8202367253,547.0055071510767,426.49983560743055,570.6780371527207,527.7656583922407
labeled-data\A_clear_180428050000_2\img083.png,877.1057866184448,388.36075949367086,857.3786782837414,318.658310044386,790.3065099457503,304.1917639322702,753.4825743876376,276.5738122636857,678.5195627157651,276.5738122636857,590.4051454874239,281.8343744862732,504.9210093703764,296.30092059838887,520.702696038139,406.77272727272725,787.6762288344565,392.3061811606115,820.5547427256287,364.68822949202695,702.1920927174091,405.45758671708035,683.7801249383527,506.7234095018905,762.6885582771657,401.51216505013974,788.9913693901035,494.8871445010685,520.702696038139,422.5544139404899,535.1692421502547,504.09312839059675,554.896350484958,419.9241328291961,557.5266315962518,522.5050961696531
